Sample;Ch4
106;-0.22693423926830292
107;-0.22415751218795776
108;-0.2158273309469223
109;-0.2112835943698883
110;-0.21204088628292084
111;-0.21103116869926453
112;-0.20143884420394897
113;-0.1956329643726349
114;-0.18780764937400818
115;-0.18376876413822174
116;-0.18225419521331787
117;-0.18477848172187805
118;-0.1693802773952484
119;-0.16862298548221588
120;-0.17316672205924988
121;-0.16079767048358917
122;-0.15776851773262024
123;-0.15423449873924255
124;-0.1469140499830246
125;-0.1436324566602707
126;-0.14035087823867798
127;-0.140098437666893
128;-0.13303041458129883
129;-0.13126340508460999
130;-0.1287391036748886
131;-0.12848667800426483
132;-0.12470023334026337
133;-0.12293323129415512
134;-0.12293323129415512
135;-0.1186419278383255
136;-0.11283604055643082
137;-0.11005932092666626
138;-0.11334090679883957
139;-0.11207875609397888
140;-0.10904960334300995
141;-0.11132146418094635
142;-0.10904960334300995
143;-0.10980688780546188
144;-0.10501072555780411
145;-0.10652530193328857
146;-0.10703016072511673
147;-0.10879717022180557
148;-0.11359333246946335
149;-0.11485548317432404
150;-0.10879717022180557
151;-0.1108166053891182
152;-0.11283604055643082
153;-0.1140981912612915
154;-0.12242837250232697
155;-0.1231856569647789
156;-0.12217593938112259
157;-0.126719668507576
158;-0.1322731226682663
159;-0.13303041458129883
160;-0.13479742407798767
161;-0.14161302149295807
162;-0.14640918374061584
163;-0.1481761932373047
164;-0.1547393649816513
165;-0.15398207306861877
166;-0.1650889813899994
167;-0.1683705598115921
168;-0.17139971256256104
169;-0.17720559239387512
170;-0.17947746813297272
171;-0.1898270845413208
172;-0.19058437645435333
173;-0.19815726578235626
174;-0.19866211712360382
175;-0.20825444161891937
176;-0.2112835943698883
177;-0.2158273309469223
178;-0.22390508651733398
179;-0.22794395685195923
180;-0.23147797584533691
181;-0.23198282718658447
182;-0.2418275773525238
183;-0.2473810315132141
184;-0.250662624835968
185;-0.253439337015152
186;-0.2529344856739044
187;-0.26277923583984375
188;-0.2713618576526642
189;-0.2721191346645355
190;-0.2766628861427307
191;-0.2794395983219147
192;-0.2824687659740448
193;-0.2844882011413574
194;-0.29079893231391907
195;-0.2950902283191681
196;-0.29307079315185547
197;-0.30316799879074097
198;-0.3014009892940521
199;-0.30543985962867737
200;-0.30897387862205505
201;-0.30670198798179626
202;-0.3097311556339264
203;-0.3140224516391754
204;-0.31477975845336914
205;-0.31679919362068176
206;-0.3198283314704895
207;-0.32033321261405945
208;-0.3231099247932434
209;-0.3231099247932434
210;-0.32487693428993225
211;-0.3241196572780609
212;-0.32487693428993225
213;-0.3334595263004303
214;-0.3289158046245575
215;-0.32588663697242737
216;-0.3263915181159973
217;-0.33169254660606384
218;-0.33169254660606384
219;-0.33068281412124634
220;-0.3319449722766876
221;-0.3291682302951813
222;-0.32613909244537354
223;-0.3253817856311798
224;-0.3279061019420624
225;-0.3231099247932434
226;-0.3332071006298065
227;-0.32967308163642883
228;-0.32967308163642883
229;-0.32714879512786865
230;-0.32588663697242737
231;-0.3268963694572449
232;-0.3243720829486847
233;-0.32462450861930847
234;-0.32134291529655457
235;-0.3268963694572449
236;-0.32361477613449097
237;-0.31604188680648804
238;-0.3195759057998657
239;-0.3205856382846832
240;-0.3162943124771118
241;-0.31932348012924194
242;-0.31907105445861816
243;-0.30543985962867737
244;-0.311750590801239
